รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.
4,ลพบุรี,โรงพยาบาลท่าวุ้ง,THAWUNG HOSPITAL,10792,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,ลพบุรี,โรงพยาบาลท่าหลวง,THALUANG HOSPITAL,10793,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,ลพบุรี,โรงพยาบาลสระโบสถ์,SABOT HOSPITAL,10794,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,ลพบุรี,โรงพยาบาลโคกเจริญ,KHOKCHAROEN HOSPITAL,10795,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,ลพบุรี,โรงพยาบาลลำสนธิ,LAMSONTHI HOSPITAL,10796,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,ลพบุรี,โรงพยาบาลหนองม่วง,NONGMUANG HOSPITAL,10797,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สิงห์บุรี,โรงพยาบาลบางระจัน,BANGRACHAN HOSPITAL,10798,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สิงห์บุรี,โรงพยาบาลค่ายบางระจัน,KHAIBANGRACHAN HOSPITAL,10799,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สิงห์บุรี,โรงพยาบาลพรหมบุรี,PHROM BURI HOSPITAL,10800,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สิงห์บุรี,โรงพยาบาลท่าช้าง,THACHANG HOSPITAL,10801,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
3,ชัยนาท,โรงพยาบาลมโนรมย์,MANOROM HOSPITAL,10802,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
3,ชัยนาท,โรงพยาบาลวัดสิงห์,WATSING HOSPITAL,10803,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
3,ชัยนาท,โรงพยาบาลสรรพยา,SAPPHAYA HOSPITAL,10804,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
3,ชัยนาท,โรงพยาบาลสรรคบุรี,SANKHABURI HOSPITAL,10805,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
3,ชัยนาท,โรงพยาบาลหันคา,HANKHA HOSPITAL,10806,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลแก่งคอย,KAENG KHOI HOSPITAL,10807,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลหนองแค,NONGKHAE HOSPITAL,10808,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลวิหารแดง,WIHANDANG HOSPITAL,10809,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลหนองแซง,NONGSAENG HOSPITAL,10810,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลบ้านหมอ,BANMO HOSPITAL,10811,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลดอนพุด,DONPHUT HOSPITAL,10812,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลหนองโดน,NONGDON HOSPITAL,10813,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลเสาไห้เฉลิมพระเกียรติ ๘๐ พรรษา,SAOHAI CHALOEMPHAKIAT 80 PHANSA HOSPITAL,10814,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลมวกเหล็ก,MUAKLEK HOSPITAL,10815,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
4,สระบุรี,โรงพยาบาลวังม่วงสัทธรรม,WANGMUANGSATTHAM HOSPITAL,10816,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลบ้านบึง,BANBUNG HOSPITAL,10817,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลหนองใหญ่,NONGYAI HOSPITAL,10818,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลบางละมุง,BANGLAMUNG HOSPITAL,10819,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.)
6,ชลบุรี,โรงพยาบาลวัดญาณสังวราราม,WAT YANSANGWARARAM HOSPITAL,10820,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลพานทอง,PHANTHONG HOSPITAL,10821,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลพนัสนิคม,PHANAT NIKHOM HOSPITAL,10822,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลแหลมฉบัง,LAEMCHABANG HOSPITAL,10823,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลเกาะสีชัง,KOH SICHANG HOSPITAL,10824,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลสัตหีบ กม.10,SATTAHIP K.M.10 HOSPITAL,10825,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ชลบุรี,โรงพยาบาลบ่อทอง,BOTHONG HOSPITAL,10826,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,ระยอง,โรงพยาบาลเฉลิมพระเกียรติ สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง,MABTAPHUT HOSPITAL,10827,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.)
